text,sentiment,sentiment_category
ah the heck,0.0,neutral
bread peanut butter jelly,0.0,neutral
and then you make a sandwich,0.0,neutral
I dont know I wasnt a,0.0,neutral
okay,0.5,positive
thats it,0.0,neutral
youknow WholeFoods,0.0,neutral
nine dollars for a jar of peanut butter,0.0,neutral
and I said,0.0,neutral
not good,0.7,positive
Im not good at this,0.7,positive
Im not good at this,0.7,positive
oh s yes one two three four five years ago,0.0,neutral
xxx five years ago yeah,0.0,neutral
I dont know,0.0,neutral
yeah I know it but I have I,0.0,neutral
wait a second,0.0,neutral
I learned du,0.0,neutral
when I have a I have a I have a I have a,0.0,neutral
all of it for one,0.0,neutral
allofasudden,0.0,neutral
I was sleeping,0.0,neutral
I was I h I was in the I was in the I was the Overbrook Hospital,0.0,neutral
and allofasudden,0.0,neutral
allofasudden boomo,0.0,neutral
some,0.0,neutral
and thats it now,0.0,neutral
it was terrible,-1.0,negative
well I yeah well a alot of them,0.0,neutral
I went to I went to Overbrook hospital for about a year ago over a year ago,0.0,neutral
trying these the cat the dog,0.0,neutral
anyway whattya,0.0,neutral
its a the,0.0,neutral
anyway I tried myself the books,0.0,neutral
and I n I was in the and I was at Overbrook Hospital,0.0,neutral
and I went to I went to the hospital,0.0,neutral
though I so I went to at the Overbrook hospital,0.0,neutral
I got the two days of intensive the,0.0,neutral
Imean Im not sure about this but,0.5,positive
weights and everything xxx,0.0,neutral
and I tried,0.0,neutral
I four five years ago I said I Ill be,-0.5,negative
Overbrook Hospital has the y a the weights and everything for weights and everything,0.0,neutral
so I went to now I went to I went to,0.0,neutral
about four years ago I was at MontclairStateUniversity,0.0,neutral
and I was in the and I was the at ldu,0.0,neutral
thats the best I can do really I guess,0.6,positive
I went to I went to Tampa too trying this,0.0,neutral
no yeah thats about it I guess,0.0,neutral
it was four years ago,0.0,neutral
oh yeah sure,0.5,positive
oh yeah,0.0,neutral
language,0.0,neutral
okay,0.5,positive
well I was in the Navy,0.0,neutral
I was in the Navy,0.0,neutral
when I was a boy a young man I have the I have the at the,0.1,positive
can I see a pen,0.0,neutral
thankyou,0.0,neutral
I forces,0.0,neutral
I,0.0,neutral
well anyway,0.0,neutral
I went to I went to the Navy for years,0.0,neutral
and I was oh I was in the Ol Cl Sl at Newport in Virginia Newport,0.0,neutral
and then I was they I was the I was the I was the a carrier for the Forrestal three years,0.0,neutral
I like it,0.0,neutral
I like it here yeah,0.0,neutral
and so I went to and I went to four years at the For Forrestal the ship,0.0,neutral
and then I was a training officer for about boy about,0.0,neutral
I was about r forty one r,0.0,neutral
here,0.0,neutral
twenty one two three four five,0.0,neutral
I have this a problem with this,0.0,neutral
twenty year twenty nine years anyway I was a reserve,0.0,neutral
so I was about I was,0.0,neutral
now thats the problem I cant spell it,0.0,neutral
yeah thats right,0.2857142857142857,positive
I serve very good,0.7,positive
I cant do,0.0,neutral
thats right,0.2857142857142857,positive
and it was a good it was good,0.7,positive
good,0.7,positive
yeah sure,0.5,positive
yeah,0.0,neutral
okay,0.5,positive
okay,0.5,positive
well a son has the ball,0.0,neutral
a kid or a boy was has the basketball or a hockey player anyway,0.0,neutral
and kicking and he was kicking the ball,0.0,neutral
and it was good it was good,0.7,positive
anyway blku,0.0,neutral
he was knocking the door,0.0,neutral
and allofasudden boomo,0.0,neutral
his the house right in the house right in the house,0.2857142857142857,positive
and the light was the lamp was lost,0.4,positive
and boomo,0.0,neutral
and then the he was he and he says,0.0,neutral
hey boy was looking at the he was on he was the man was looking in the what happened here,0.0,neutral
and it was good there it was good there but it look at it was it,0.7,positive
the man was it was yes and no,0.0,neutral
is it was good but and bad,5.551115123125783e-17,positive
and allofasudden boomo,0.0,neutral
it was in the at the,0.0,neutral
good,0.7,positive
thats a problem,0.0,neutral
I cant do it here,0.0,neutral
window,0.0,neutral
thats right,0.2857142857142857,positive
thats right,0.2857142857142857,positive
thats right,0.2857142857142857,positive
sure,0.5,positive
okay,0.5,positive
well the mother as far as the mother was at the oh a b umbrella,0.1,positive
and the sin,0.0,neutral
and so he went to the he went to he went to the he was the couldnt get,0.0,neutral
ohboy and he couldnt get home,0.0,neutral
not the umbrella boy,0.0,neutral
but,0.0,neutral
anyway it would its a it was,0.0,neutral
finally he went to the door and,0.0,neutral
and I couldnt I u I couldnt I u boy finally,0.0,neutral
so we went,0.0,neutral
Ill go into the school here,-0.5,negative
I,0.0,neutral
xxx,0.0,neutral
ohboy,0.0,neutral
oh yeah,0.0,neutral
well okay,0.5,positive
I was I have a I have a I have a dog,0.0,neutral
and allofasudden I was fine,0.4166666666666667,positive
I was good,0.7,positive
all the way down all the theres the cat on the o,0.0,neutral
oh I was right at the right in the,0.2857142857142857,positive
oh the cat,0.0,neutral
but,0.0,neutral
but it was okay,0.5,positive
it was the dog was okay but his,0.5,positive
the dog was okay but they couldnt,0.5,positive
I a,0.0,neutral
oh it was not o good but I couldnt get it here,0.7,positive
and allofasudden he would go he and whats happened is he the,0.0,neutral
what do you call what do you call it,0.0,neutral
I dont know what it,0.0,neutral
right here,0.2857142857142857,positive
and allofasudden he couldnt get l the tree couldnt get this,0.0,neutral
I couldnt get here,0.0,neutral
so the dog was here,0.0,neutral
and that the fireman is right here,0.2857142857142857,positive
because here we go,0.0,neutral
because the man is here,0.0,neutral
what was it called,0.0,neutral
the,0.0,neutral
ohboy,0.0,neutral
theres a sparrow was a sparrow was looking in this,0.0,neutral
thats it,0.0,neutral
Im not xxx Im not good at this,0.7,positive
yes,0.0,neutral
thats the problem with it,0.0,neutral
god damn it,0.0,neutral
well the rain was terrible,-1.0,negative
absolutely terrible,-1.0,negative
and raining about maybe two or three days ago,0.0,neutral
allofasudden the river overflowing,0.0,neutral
and all a and fine but allofasudden the girl,0.4166666666666667,positive
the girl,0.0,neutral
and boy the tvu,0.0,neutral
and allofasudden boomo,0.0,neutral
the,0.0,neutral
I try I oh the river boomo,0.0,neutral
I and the I was right there,0.2857142857142857,positive
I was terrible like this,-1.0,negative
and have,0.0,neutral
allofasudden,0.0,neutral
and luckily the police or the,0.3333333333333333,positive
and allofasudden boomo,0.0,neutral
and,0.0,neutral
and boomo,0.0,neutral
I got the girl,0.0,neutral
and,0.0,neutral
,0.0,neutral
I dont know,0.0,neutral
I do,0.0,neutral
oh sure,0.5,positive
I dont know well see,0.0,neutral
oh,0.0,neutral
www,0.0,neutral
when I was a boy,0.0,neutral
Cira Cinderella was about ten years old or something like this,0.05,positive
or Im not sure about the name but,0.5,positive
and the allofasudden a man the mother died,0.0,neutral
and the man has one the man and the and Ciner Cinderella was in he would go,0.0,neutral
and sudden the a man a wife the wife was two,0.0,neutral
and allofasudden he the man and woman has a married,0.25,positive
and allofasudden that was it that was it boy,0.0,neutral
boy because Cinderella was is was good was friendly and nice and everything,0.5583333333333332,positive
but allofasudden the two womens,0.0,neutral
and the wife was awful too,-1.0,negative
and so I was my the son the man was died too,0.0,neutral
and that was it because boy I was terrible like this,-1.0,negative
and so I was I u I couldnt get the I go to the shirt s,0.0,neutral
so the allofasudden I have the Cinderella has the it was good at the it was good,0.7,positive
the mouse two mouses,0.0,neutral
anyway alotof people,0.0,neutral
I s,0.0,neutral
slu,0.0,neutral
it was good,0.7,positive
but I the woman and the two the daughter was absolutely awful,-1.0,negative
so and so allofasudden the prince and the king,0.0,neutral
and allofasudden have,0.0,neutral
I lets go,0.0,neutral
I lets go,0.0,neutral
I got the dress and the and dress and lets go to the snlu,0.0,neutral
and lets go the at,0.0,neutral
and allofasudden the mother was absolutely awful,-1.0,negative
and s and so I couldnt get it I couldnt get it I couldnt get it home,0.0,neutral
I couldnt get,0.0,neutral
I could the dress was awful and it was xxx,-1.0,negative
and I so the,0.0,neutral
allofasudden all I try this I try this,0.0,neutral
and oh I was try,0.0,neutral
it was not a trying,0.0,neutral
I was,0.0,neutral
I a not its try,0.0,neutral
isnt that trying,0.0,neutral
anyway the oh the su,0.0,neutral
and allofasudden ke I not a dress and look and,0.0,neutral
so and the,0.0,neutral
whattya,0.0,neutral
whattya,0.0,neutral
I dont know I dont know what they call it,0.0,neutral
but I the not a the bus but the oh,0.0,neutral
I forgot,0.0,neutral
anyway the,0.0,neutral
see I was I s,0.0,neutral
eight I,0.0,neutral
you see I eight oclock the mother and the two a daughter was here,0.0,neutral
I ball,0.0,neutral
the,0.0,neutral
and I about allofasudden I was about ten am,0.0,neutral
allofasudden a the prince was good,0.7,positive
it was good,0.7,positive
it was good,0.7,positive
lklu,0.0,neutral
the and the princess,0.0,neutral
and allofasudden at,0.0,neutral
you hadta do he hadta do the Cinderella he,0.0,neutral
and allofasudden the Cinderella Cine was it was good but the glass,0.7,positive
right there,0.2857142857142857,positive
Cinderella here,0.0,neutral
and so Cinderella at twelve thirty thats it,0.0,neutral
I couldnt get I couldnt get but I couldnt get but my the dress was nice but allofasudden not nice,0.6,positive
the hair,0.0,neutral
and so the but the prince I u I couldnt get him,0.0,neutral
it was awful,-1.0,negative
so every day finally the he have a slipper,0.0,neutral
so lets go,0.0,neutral
and allofasudden the prince says the prince oh the two girls was awful,-1.0,negative
www,0.0,neutral
and all so,0.0,neutral
couldnt xxx,0.0,neutral
and allofasudden the allofasudden Cinderella was,0.0,neutral
look at this,0.0,neutral
and oh and its look at this,0.0,neutral
here we go,0.0,neutral
look at it,0.0,neutral
and the not the hat but the,0.0,neutral
whattya,0.0,neutral
not the,0.0,neutral
it was a the not the cat but,0.0,neutral
not a cat,0.0,neutral
rat but second one not,0.0,neutral
anyway,0.0,neutral
and allofasudden the boy the,0.0,neutral
allofasudden the cat not mean dog rat the rat not the rat but a,-0.3125,negative
whattya,0.0,neutral
the second one here,0.0,neutral
anyway,0.0,neutral
the oh the rat was okay,0.5,positive
and allofasudden the Cinderella was the had,0.0,neutral
all allofasudden the Cinderella was nice,0.6,positive
and all a sudden the he here we go,0.0,neutral
and a the prince and the prince and Cinderella was so together,0.0,neutral
and,0.0,neutral
they go,0.0,neutral
I dont know,0.0,neutral
Im sorry about it,-0.5,negative
but whattya,0.0,neutral
not a rat but,0.0,neutral
the mouse,0.0,neutral
well yes but it has a problem,0.0,neutral
anyway,0.0,neutral
it has a problem,0.0,neutral
not the rye but the or xxx,0.0,neutral
the oh whole wheat bread,0.2,positive
I dont get it or I cant do it o probably,0.0,neutral
the whole wheat bread I like it here,0.2,positive
so I like whole bray,0.2,positive
I like the nt the toast,0.0,neutral
not as toast the not as toast but a toast but regular,0.0,neutral
whattya,0.0,neutral
anyway,0.0,neutral
so I not a tiny bit,0.0,neutral
and about,0.0,neutral
and boomo okay I got the whole wheat bread,0.35,positive
and I went to the lla peanut butter,0.0,neutral
oh here,0.0,neutral
oh here we go,0.0,neutral
about here,0.0,neutral
and the a jelly,0.0,neutral
I have the I like the jelly grape jelly,0.0,neutral
depu,0.0,neutral
two of them,0.0,neutral
oh yeah woohoo,0.0,neutral
house,0.0,neutral
thats the problem her yeah,0.0,neutral
home,0.0,neutral
susu,0.0,neutral
octopus,0.0,neutral
chair,0.0,neutral
I dont know,0.0,neutral
but a table a chair or a bench,0.0,neutral
oh ohboy boyohboy oh a,0.0,neutral
a boy,0.0,neutral
no,0.0,neutral
h lvay no,0.0,neutral
h l a vltdou,0.0,neutral
oh I,0.0,neutral
uhoh here we go,0.0,neutral
thats right,0.2857142857142857,positive
h a l volcano,0.0,neutral
ohboy,0.0,neutral
a canoe,0.0,neutral
ohboy,0.0,neutral
say again please,0.0,neutral
a e beaver,0.0,neutral
beaver,0.0,neutral
this is a,0.0,neutral
can I see it,0.0,neutral
go xxx,0.0,neutral
cactus,0.0,neutral
see I cant I can do one I cant do it,0.0,neutral
but here kuu,0.0,neutral
raft,0.0,neutral
not a raft,0.0,neutral
a go ahead,0.0,neutral
hammock,0.0,neutral
thats it,0.0,neutral
a,0.0,neutral
a ssskopu,0.0,neutral
oh,0.0,neutral
not a horse but a,0.0,neutral
oh go ahead,0.0,neutral
unicorn,0.0,neutral
h unicorn,0.0,neutral
a go ahead,0.0,neutral
triangle,0.0,neutral
I xxx triangle,0.0,neutral
no go ahead,0.0,neutral
xxx say again maybe,0.0,neutral
go ahead,0.0,neutral
oh the go ahead,0.0,neutral
xxx,0.0,neutral
what is it,0.0,neutral
what was it call what,0.0,neutral
go ahead,0.0,neutral
zfksu,0.0,neutral
,0.0,neutral
oh painting s,0.0,neutral
go ahead,0.0,neutral
palette,0.0,neutral
boy I tell you s,0.0,neutral
tripod,0.0,neutral
pretty good,0.475,positive
its pretty good,0.475,positive
I think I could,0.0,neutral
if I dont rush what Im trying to say I could get my words across pretty well,0.25,positive
yes,0.0,neutral
ohgosh,0.0,neutral
I think it was the day after MothersDay,0.0,neutral
I think thats when it was,0.0,neutral
I was,0.0,neutral
it was a Sunday night I think,0.0,neutral
and I dont remember anything at all,0.0,neutral
on the next day I was sposta babysit my great niece,0.4,positive
my niece called her mother and said I wasnt there yet,0.0,neutral
what was youknow what should she do,0.0,neutral
and her mother had said to call my son,0.0,neutral
so she called by his house,0.0,neutral
and she got my daughter inlaw who was I think home or getting ready for work or at work,0.2,positive
I dont know,0.0,neutral
she said she didnt hear from me,0.0,neutral
and she said that she would get in touch with my son,0.0,neutral
my son she got called Peter and he told her to call the police station,0.0,neutral
now he had left the house already,0.0,neutral
he was on his way up New York state,0.13636363636363635,positive
he works for the government,0.0,neutral
I and he was working he was going up for a meeting,0.0,neutral
and he would see her on his while he was he would turn around and come home,0.0,neutral
she called the police station and she got the police to come to my house,0.0,neutral
she and the police got there at the same time,0.0,neutral
they hadta break the glass on the door in order to get in,0.0,neutral
they found me laying on the floor,0.0,neutral
so I imagine I had been out from the night before,0.0,neutral
they I dont remember them being there,0.0,neutral
and I dont remember them calling the ambulance,0.0,neutral
and I dont remember going to the hospital,0.0,neutral
but they took me to the hospital,0.0,neutral
and I dont remember when I woke up but I woke up in the hospital,0.0,neutral
so it was I dont know sometime in the afternoon I guess that I woke up at the hospital,0.0,neutral
and thats where I was,0.0,neutral
well I was at the hospital,0.0,neutral
and I remember them taking me to on the wheelchair out to the r to the like an area in the hospital that was very nice,0.6,positive
it was outside and it was,0.0,neutral
we were outside,0.0,neutral
it was nice and they we spent alotof time over there,0.25,positive
they I dont know how long I was in the hospital,-0.05,negative
from there I went to the Regent Care facility,0.0,neutral
was outof the hospital,0.0,neutral
it was Regent Care is a place where they had me go where I stayed to get my bearings where I was able to get my bearings,0.5,positive
and I over there I had,0.0,neutral
I dont know what else,0.0,neutral
I went to get,0.0,neutral
over there they taught me to alotof things I guess,0.0,neutral
I dont remember everything they taught me,0.0,neutral
and I hadta go to different stages I think of,0.0,neutral
geewhiz,0.0,neutral
I dont know where to what else,0.0,neutral
I hadta do different things over there,0.0,neutral
and I guess I did them all because they let me go,0.0,neutral
my son found out about this place and he enrolled me here,0.0,neutral
I dont m remember,0.0,neutral
I know I had in the Regent Care I had they had me do alotof things but I dont remember what they were,0.0,neutral
something when I was a kid or recently,0.0,neutral
well I had I was raised by my mother father and sister and grandmother,0.0,neutral
my fathers mother,0.0,neutral
and she was Italian,0.0,neutral
she didnt speak any English so I learned to speak Italian,0.0,neutral
and she we liked her very much,0.4,positive
we lived together until she passed away,0.0,neutral
and that was in nineteen forty seven I guess,0.0,neutral
and then I lived with I stayed with my mother and father and sister,0.0,neutral
my mother and I were very close,0.0,neutral
my husband who I was going out with at the time knew my grandmother,0.0,neutral
and she useta tease him because he didnt speak Eng I Italian,0.0,neutral
and I she useta say call him something,0.0,neutral
I cant remember what it was now,0.0,neutral
and he useta laugh,0.3,positive
and then I got married and I had my children,0.25,positive
I cant remember anything else,0.0,neutral
I had,0.0,neutral
I dont remember what else you wanted to know,0.0,neutral
yes she did,0.0,neutral
she taught me quite a few things,0.0,neutral
I dont know if I remember everything now,0.0,neutral
but she taught me alot,0.0,neutral
my mother didnt speak any Italian but she understood my grandmother and my grandmother understood her,0.0,neutral
and she spoke very highly of her,0.16,positive
okay,0.5,positive
its cute,0.5,positive
it the firemen are it its,0.0,neutral
I have firemen in my family so I am familiar with,0.375,positive
www,0.0,neutral
it looks like hes saving the girl,0.0,neutral
,0.0,neutral
I dont know why,0.0,neutral
but he doesnt seem to be a getting,0.0,neutral
yes,0.0,neutral
I dont know,0.0,neutral
www,0.0,neutral
Cinderella was a little girl who lived with her stepmother and s stepsisters,-0.1875,negative
she was treated like a stepdaughter who hadta do the laundry and all the hard work in the house,-0.2916666666666667,negative
and as she grew up she one day she was a grownup,0.0,neutral
and she went she was asked,0.0,neutral
no she wasnt asked,0.0,neutral
she heard about the girls going to a ball,0.0,neutral
she was excited for them but she knew she couldnt go,0.375,positive
then she found the dress and she went to the ball,0.0,neutral
and she was excited about it,0.375,positive
she had she was excited,0.375,positive
she went to the ball,0.0,neutral
and she went to the ball,0.0,neutral
and she was all dressed up,0.0,neutral
and she went with the carriage,0.0,neutral
and she enjoyed herself,0.5,positive
she danced and had a great time at the ball,0.8,positive
but she hadta be home before midnight,0.0,neutral
and it was close to midnight and she was going home and shed lost a slipper,0.0,neutral
she went home and she went home from the ball but she when she got home she was all dressed up in her old clothes again,0.1,positive
and she the meantime the fella,0.0,neutral
so he got to the house,0.0,neutral
and he wanted to know if she if the slipper was hers,0.0,neutral
it wasnt it didnt belong to any of the other two girls,0.0,neutral
so he says he wanted her to try it,0.0,neutral
and it was her slipper,0.0,neutral
and he,0.0,neutral
and he it was she tried on the slipper,0.0,neutral
it was hers,0.0,neutral
and he was madly in love with her,0.5,positive
and thats the end of the story,0.0,neutral
okay,0.5,positive
peanut butter and jelly,0.0,neutral
youd get two slices of bread,0.0,neutral
youd put peanut butter on one slice and jelly on the peanut butter,0.0,neutral
cover it with the other slice,0.0,neutral
and make a sandwich outof it,0.0,neutral
yes,0.0,neutral
oh,0.0,neutral
it isnt anything like my previous speech,-0.16666666666666666,negative
but I was dumb,-0.375,negative
woke up dumb,-0.375,negative
so I didnt complain,0.0,neutral
and I go to school for speech,0.0,neutral
and I speak,0.0,neutral
and I a little bit a little bit a little bit a little bit,-0.1875,negative
yes,0.0,neutral
no,0.0,neutral
because I was in and out of consciousness,0.0,neutral
nothing,0.0,neutral
I woke up when I was taken outof,0.0,neutral
well I was in the hospital,0.0,neutral
and its gunning alright,0.0,neutral
and,0.0,neutral
so I have nothing until I woke up in the middle of taking me to another hospital,0.0,neutral
no,0.0,neutral
but the hospital told me,0.0,neutral
the hospital told me but I dont remember,0.0,neutral
oh I go to gym,0.0,neutral
and gym,0.0,neutral
well gym in the hospital where I was,0.0,neutral
and I was,0.0,neutral
well first inhouse and then out patient but not in the regular,0.125,positive
I go to the school near the house,0.1,positive
and I was,0.0,neutral
and then I was taken in well this place,0.0,neutral
and I wanna get better so,0.5,positive
oh well more recently I was,0.0,neutral
and I think thats sad,-0.5,negative
and now I get a new husband and I dont care,0.13636363636363635,positive
,0.0,neutral
and new life,0.13636363636363635,positive
but I was sad for a long time,-0.275,negative
and I wanted divorce,0.0,neutral
but its sad,-0.5,negative
yes and most of the time its wonderful,1.0,positive
but three or four years he was awful,-1.0,negative
and go out with young girls,0.1,positive
so,0.0,neutral
and married now and got a child,0.25,positive
yes,0.0,neutral
yes,0.0,neutral
oh well makes up his mind what to do about it,0.0,neutral
www,0.0,neutral
okay,0.5,positive
the child wants no umbrella,0.0,neutral
gives it back to,0.0,neutral
and bye,0.0,neutral
hes saying goodbye,0.0,neutral
and shes saying goodbye,0.0,neutral
and rain comes,0.0,neutral
and awful rain,-1.0,negative
and the mother is mad at the child because the childs wet and cold or something,-0.44166666666666665,negative
and so,0.0,neutral
no,0.0,neutral
yes,0.0,neutral
www,0.0,neutral
the,0.0,neutral
and that cat is not going to go down,0.0,neutral
so the first,0.25,positive
oh and the child looks at them and wonders,0.0,neutral
and,0.0,neutral
and,0.0,neutral
and,0.0,neutral
and the hope is that,0.0,neutral
oh and,0.0,neutral
www,0.0,neutral
the child got caught in I dont know in the wandering,0.0,neutral
and the and,0.0,neutral
and,0.0,neutral
yes,0.0,neutral
no,0.0,neutral
www,0.0,neutral
well,0.0,neutral
poor Cinderella,-0.4,negative
ugh,0.0,neutral
shes always working,0.0,neutral
and the other family members were cavorting,0.0,neutral
and then Cinderella found a fairy,0.0,neutral
and she gives her everything to go to the ball,0.0,neutral
including a horse and carriage,0.0,neutral
and she dances with a young man that is handsome and has money,0.3,positive
and handsome man,0.5,positive
and dancing with her all the time,0.0,neutral
noone else,0.0,neutral
and then the strikes the bell one or something,0.0,neutral
and Cinderella hasta go home because there is no more gown and,0.0,neutral
so Cinderella goes home,0.0,neutral
and handsome prince is all over the place finding her,0.5,positive
and sure enough Cinderella fits the shoe,0.3,positive
and her sisters didnt,0.0,neutral
,0.0,neutral
and so shes happy ever after,0.8,positive
oh,0.0,neutral
oh well jelly,0.0,neutral
no,0.0,neutral
peanut butter and then jelly on sandwich,0.0,neutral
and then,0.0,neutral
thats all,0.0,neutral
