text,Lexical_Density
and life was pretty harsh for her,42.857142857142854
so one day an invitation comes sent by the royalty that theres,46.15384615384615
and ofcourse the prince is gonna be there,33.33333333333333
and and the the two sisters and the mother are very excited,33.33333333333333
and they plan out how theyre what theyre gonna wear and,50.0
Cinderella wants to go but they make fun of her you see,33.33333333333333
they say,50.0
what if she cant go to this,75.0
youre just a nothing,60.0
so they ultimately get all dressed up and go to the ball one,38.46153846153847
and Cinderellas left behind,0.0
and then along outof the blue comes this fairy godmother who,36.36363636363637
and she basically turns all her rags into wonderful clothes,40.0
and he,50.0
and her both horses suddenly emerge,33.33333333333333
and shes whisked away to the ball,50.0
and shes given a warning that she that before she sets,66.66666666666666
she says youknow the fairy godmother tells her,37.5
you hafta be home by midnight or everythings gonna turn back to,30.76923076923077
loandbehold she goes to the ball,50.0
princess,0.0
but nothing woulda struck his fancy,33.33333333333333
but then he sees Cinderella,20.0
and after that its happiness for all of them,77.77777777777779
theyre just having a great time,42.857142857142854
then she suddenly realizes its close to midnight,37.5
and she rushes down the stairs leaves a slipper behind,50.0
and she gets into the chariot and heads home,33.33333333333333
but shes lost her shoe,50.0
and shes back to where she was,62.5
and xxx comes,0.0
there she is working away still,33.33333333333333
and then theres an announcement that the prince is trying to,41.66666666666667
and he still has the shoe,33.33333333333333
and he wants looks to wants to find the match,20.0
anyways he goes around from home to home in all the kingdom,50.0
and ofcourse it doesnt work,33.33333333333333
they ask if anybody else is there,71.42857142857143
and sure enough the they they they pretend shes not,45.45454545454545
but ultimately she she gets a crack at it and tries it on,53.84615384615385
and its a perfect fit,40.0
and well he she ends up happily with the prince,50.0
there it is,66.66666666666666
my granddaughter of five could probably do it better,44.44444444444444
sure,0.0
the bus is coming,50.0
the tour bus is coming,40.0
the tour bus is coming into the town,50.0
the tour bus is coming into the town to pick up the people,46.15384615384615
the tour bus is coming into the town to pick up the people from the,53.333333333333336
the tour bus is coming into the town to pick up people from the,50.0
the fact that it doesnt make sense,50.0
not as easy to do I should tell you if it doesnt make sense,40.0
the dog chased the cat up the tree,50.0
the bird was caught by the worm,57.14285714285714
would you like to star in a movie,50.0
books like to read children,0.0
icecream tastes good in the summer,33.33333333333333
beautiful flowers smell the lovely woman,16.666666666666664
count to ten as fast as you can,50.0
the man saw the boy that the dog chased,44.44444444444444
tell me the name of the person next door,55.55555555555556
how many are in a dozen,66.66666666666666
the tiger was clawed by the lion,57.14285714285714
bad weather was caused by long airplane delays,25.0
sounds like a ten minute interview,33.33333333333333
I hafta think about the scenario for two minutes and then talk,33.33333333333333
it was important to me to get into law school,50.0
that was something that happened that was very important,66.66666666666666
I have no idea why I was accepted because I dont think I met any,62.5
thirty two,0.0
I was thirty two when I started,57.14285714285714
so I guess I was thirty one when I applied,50.0
and in my year the median age was twenty two,40.0
so I was one of the oldest in the class had nothing in common,57.14285714285714
Imean they still remembered highschool,20.0
who thought about highschool,50.0
and they all knew eachother from highschool,42.857142857142854
and they were there because they didnt get into medical school or,46.15384615384615
and I was just flummoxed,40.0
I was just sitting in this room listening to these people who came,53.84615384615385
they were just there because,60.0
well I guess it was the best thing that they could do under the,64.28571428571429
and I was there because I just really cared,44.44444444444444
and so I really didnt fit in really,33.33333333333333
it was at the end of the first year when I made my first real,60.0
up until then I was friendly with people but I didnt understand,53.84615384615385
and it was very limited because we were told to get into study,46.15384615384615
and I never spoke in class because I could never understand what,50.0
ke they asked questions for which the answers seemed obvious,40.0
why would anybody say the obvious,66.66666666666666
so people said the obvious,20.0
and they were rewarded,50.0
so those were the people sought after to be in the study groups,53.84615384615385
not me,50.0
so I did almost everything alone for the entire year,40.0
and when I asked to borrow one of my friends notes she said she,42.857142857142854
so I said,33.33333333333333
thanks but no thanks,25.0
dont bother,33.33333333333333
and somewhere along the line I found a group that really didnt,38.46153846153847
and just anybody who wanted to could be part of it,54.54545454545454
so that was me,75.0
so I was part of that group for some classes,60.0
at the end of the year in the subway station I met someone who,64.28571428571429
but we had been divided into two groups of fifty or seventy,41.66666666666667
and she was in the other group,57.14285714285714
so I never saw her,40.0
and in second year things improved a bit because then I think I,38.46153846153847
and that was good,50.0
ke once I had a couple of friends to talk to and especially one,28.57142857142857
as an example of the incredible snobbiness of the school and the,58.333333333333336
and he said,33.33333333333333
please when you write your exams dont think that your mark is,53.84615384615385
and I thought,33.33333333333333
wow it is so amazing to hear something like that,50.0
and I said that to someone in my class who completely disparaged,58.333333333333336
it was in law school that I learned that competentq was a,66.66666666666666
oh hes a competent lawyer,33.33333333333333
and that the positive term was brightq,42.857142857142854
if you werent bright you were nobody,75.0
so because he wasnt bright the students didnt respect him,50.0
and I made the mistake of saying to someone,55.55555555555556
youknow yeah okay but hes decent,14.285714285714285
ke hes a decent person,33.33333333333333
he has a heart,50.0
and she said,33.33333333333333
a heart,50.0
I didnt come to Oz where this one doesnt have a brain and this,50.0
I came to law school,40.0
didnt talk to her again,50.0
UofT,0.0
UofT was and continues to try to be the Harvard of Canada,33.33333333333333
I dont know why,60.0
and I also didnt understand that law schools had their own kind of,28.57142857142857
but I didnt I didnt know that,44.44444444444444
I didnt even get it until after I left,60.0
so really it wasnt the right school for me,50.0
I really should have gone to York,57.14285714285714
but when I came to Toronto people were saying,44.44444444444444
oh UofT,0.0
its the best school,50.0
and why would you wanna be way out at York,50.0
youre in Toronto,50.0
you wanna be downtown,50.0
so I thought,33.33333333333333
okay I wanna be downtown,40.0
so I was downtown,50.0
boy kicks the ball,25.0
flies into a glass window breaks the window and falls into the,41.66666666666667
it knocks over the lamp,60.0
the man stands up holding the ball looking out the window to see,38.46153846153847
it looks like hes got his gun in the ck pocket,58.333333333333336
okay the mother tells the child to take an umbrella,30.0
and the child doesnt want one,28.57142857142857
oh the but in this in the second one the,60.0
well oh oh oh oh oh I see,12.5
so the mother offers the child the umbrella,37.5
the child refuses,33.33333333333333
the child says,33.33333333333333
goodbye,0.0
goes outside,0.0
its raining,50.0
its really raining,33.33333333333333
and the kid runs home soaking wet goes to the mother whos not,28.57142857142857
well whats happening is that firefighters are rushing,55.55555555555556
but it looks like what happened is that the little girls cat was,53.84615384615385
the man climbed up the tree to save the cat,40.0
and then he got stuck,20.0
and then the firemen are coming to save the man,30.0
maybe the cat was chasing the bird,42.857142857142854
no I think the dog was chasing the cat,44.44444444444444
am I allowed to make it a xxx,50.0
the bane of feminists everywhere Cinderellas story about a,44.44444444444444
and I dont think we find out how she got to that situation but,53.333333333333336
and the stepmother and stepsisters basically treated her like a,40.0
she always she hadta do all the cleaning and all the cooking,50.0
and she didnt get to go shopping for new clothes,27.27272727272727
and she wasnt given the best food to eat,30.0
and anyway she was just treated horribly,28.57142857142857
one day the stepmother and the two stepsisters get an,30.0
Cinderella thinking shes a member of the family thinks she can,50.0
but she cant,50.0
so she has to help the two stepsisters and stepmother get,18.181818181818183
and then they go,25.0
after they leave shes very disappointed because she really wanted,45.45454545454545
and somehow or another her fairy godmother appears and tells her,27.27272727272727
so she gives her a beautiful dress to wear lovely new shoes and,23.076923076923077
and the only rule is be back by twelve,44.44444444444444
so Cinderella went to the ball,33.33333333333333
she had a wonderful time,40.0
nobody knew who she was,80.0
everybody was saying,66.66666666666666
oh whos that woman,40.0
whos that woman,50.0
the prince danced with her the whole evening,50.0
she had a lovely time,40.0
and then as the clock was striking twelve she realized she hadta,41.66666666666667
so she ran out,50.0
in running out she lost one of her shoes which was a glass slipper,57.14285714285714
following that the prince found the missing slipper,37.5
and he wanted to find the woman who went with the slipper,41.66666666666667
so he traveled all over the kingdom trying the shoe on womens,41.66666666666667
it didnt fit anybody,60.0
finally he made it to the home of the stepmother and two ugly,46.15384615384615
and he tried it on their feet,57.14285714285714
it didnt fit any of them,71.42857142857143
and he saw Cinderella and said,16.666666666666664
why dont you try it,66.66666666666666
or possibly she said,25.0
why dont I try it,66.66666666666666
and he tried it on,60.0
and it fit,33.33333333333333
and he was ecstatic because he had found the love of his life after,64.28571428571429
and she of ofcourse being swept off her feet agreed,50.0
that shed just go back to slavery and doing dishes and laundry and,15.384615384615385
but the book doesnt take you that far,44.44444444444444
it only takes you to the part where they meet and they fall in,57.14285714285714
ofcourse,0.0
the bus is coming,50.0
the tour bus is coming,40.0
the tour bus is coming into the town,50.0
the tour bus is coming into the town to pick up the people,46.15384615384615
the tour bus is coming into the town to pick up the people from the,53.333333333333336
the tour bus is coming into the town to pick up the people at the,53.333333333333336
the dog chased the cat up the tree,50.0
the bird was caught by the worm,57.14285714285714
would you like to star in a movie,50.0
books like to read children,0.0
icecream tastes good in the summer,33.33333333333333
beautiful flowers smelled the lovely women,16.666666666666664
count to ten as fast as you can,50.0
the man saw the boy that the dog chased,44.44444444444444
tell me the name of the person next door,55.55555555555556
how many are in a dozen,66.66666666666666
the tiger was clawed by the lion,57.14285714285714
bad weather was caused by long airplane delays,25.0
know the answer,33.33333333333333
okay,0.0
okay,0.0
means well go with our marriage,33.33333333333333
we didnt want to have a church ceremony,33.33333333333333
so we found the JP,40.0
this is in SanDiego California by the way,62.5
we found the JP but he was way the heck and gone east of,42.857142857142854
so we drove out to this little teensy tiny town called Boulevard,33.33333333333333
and then a few months later we learned that there was actually,33.33333333333333
so but it was still interesting,33.33333333333333
not too many people know where Boulevard is,25.0
these days Im the cleaner of the house and washer of the,53.84615384615385
and Im also one of the players with the cats,45.45454545454545
so we do that,50.0
I watch way too much television,16.666666666666664
spend alotof time on my computer,33.33333333333333
Im working on a project and reading books,44.44444444444444
and reading constantly reading books,0.0
alright okay,0.0
so kid kicks a kicks the football through the window,40.0
right,0.0
so kids out in the field kicking the ball around by himself,50.0
and he accidentally we will assume kicks it through the,60.0
and man inside the,50.0
and knocks over a lamp breaking the window and and probably,27.27272727272727
and the guy stands up with the ball in his hand and looks out,50.0
and I guess hes going to get prepared to yell at the kid,35.714285714285715
kid goes off to school,40.0
mama says,0.0
take your umbrella,33.33333333333333
and kid says,0.0
nah,0.0
kids walking to school,25.0
gets rained on,66.66666666666666
he says,50.0
oops,0.0
so he turns around to go back,28.57142857142857
shes mad because she offered him,57.14285714285714
and but then she give him umbrella after all,22.22222222222222
and he goes to school somewhat wet but with an umbrella,36.36363636363637
did he learn,66.66666666666666
oh,0.0
the little girls pet cat managed to get up a tree and now cant,26.666666666666668
but Ive had plenty of cats come down from trees,45.45454545454545
I dont know what thats all about,44.44444444444444
the cat mighta been after a bird singing in the tree,54.54545454545454
so a guy tried to help by climbing up the tree,36.36363636363637
the dogs barking at the guy,50.0
and someone had the presence of mind to call the fire department,33.33333333333333
so somebody musta called the police,33.33333333333333
youknow less than half of all fire calls are not for fires but,38.46153846153847
its a xxx,66.66666666666666
well bearing in mind that what I know is only the n the,53.84615384615385
and not the xxx,25.0
yeah,0.0
so is is it better for me to just say what I think it is,60.0
I guess thats the one,50.0
yeah thats the one with the three sisters and a problematic,41.66666666666667
and the sisters two of the sisters were all vain and uppity,33.33333333333333
youknow the one that made Cinderella do all the work in the house,46.15384615384615
and they got invited to a ball fancy ball,44.44444444444444
and so they spent a bunch of money getting ready for the ball,38.46153846153847
and they went and left her behind,42.857142857142854
but I dont remember how she got how she got the magic,53.84615384615385
who gave her the magic stuff,50.0
yeah xxx,0.0
www,0.0
xxx,0.0
xxx,0.0
xxx invitation,0.0
oh the invitations for them,60.0
right,0.0
okay,0.0
I dont remember any of this,71.42857142857143
how she got her dress,60.0
I imagine young girls would remember all of that part of,54.54545454545454
so she somehow got her hands on a dress and ended up in the,50.0
and had she hadta leave at the stroke of midnight,50.0
so she wowedv everybody at the party and made her sisters,45.45454545454545
in fact I think they didnt even recognize who she was,58.333333333333336
and then when the clock started ringing she ran away eventhough,27.27272727272727
oh xxx,0.0
and she ran away and left behind the slipper because it fell off,46.15384615384615
a glass slipper xxx it was,50.0
and leaped into her carriage,40.0
and just as she got home it turned back into a pumpkin,41.66666666666667
and so the prince tried desperately to find the girl that he he,38.46153846153847
the the shoe was unusually small by the way,55.55555555555556
find me the person whose foot fits this,50.0
and so he had his lackeys go all over the kingdom fitting it on,42.857142857142854
and they finally found her,40.0
and he ends up marrying her,50.0
I cant remember what happens with the stepmother and the two girls,46.15384615384615
I think she doesnt treat them badly,50.0
I think she treats them shockingly well,42.857142857142854
and she lives happily ever after,33.33333333333333
does that sound,66.66666666666666
oh right,0.0
okay,0.0
okay,0.0
the bus is coming,50.0
the tour bus is coming,40.0
the tour bus is coming into the town,50.0
the tour bus is coming into the town to pick up the people,46.15384615384615
the tour bus is coming into town to pick up the people from the,50.0
the tour bus is coming into the town to pick up the people from the,53.333333333333336
xxx to say that backwards,20.0
alright,0.0
the dog chased the cat up the tree,50.0
the bird was caught by the worm,57.14285714285714
would you like to star in a movie,50.0
books like to read children,0.0
icecream tastes good in the summer,33.33333333333333
oh yeah,0.0
beautiful flowers smell the lovely woman,16.666666666666664
come to ten as fast as you can,50.0
the man saw the boy that the dog chased,44.44444444444444
tell me the name of the person next door,55.55555555555556
how many are in a dozen,66.66666666666666
the tiger was clawed by the lion,57.14285714285714
bad weather was caused by long airplane delays,25.0
well I guess one of the happier,42.857142857142854
and not on as a surprise to me it or a shock to me,64.28571428571429
and so meeting somebody,25.0
and getting married for the second time,42.857142857142854
and then having a real buddy and a pal aswellas someone you love,30.76923076923077
start it off with reading the newspaper at about,55.55555555555556
and I have different activities,20.0
Im Im pretty involved with curling,37.5
and I curl two atleast two times a week in the mornings,33.33333333333333
and sometimes not so much anymore but it was at one time,25.0
and thats one of the things that occupies alotof the time,41.66666666666667
Im also on the board of our condominium corporation,50.0
and Im treasurer of of that,57.14285714285714
so responsible for fucking no considerable amount of money,33.33333333333333
we have probably a million and a half to million and three quarters,23.076923076923077
and I,50.0
board meetings are about once a month,28.57142857142857
but theres also activities that are weekly,37.5
and summertime we do a little bit of traveling,33.33333333333333
a little winter a little bit of traveling in the wintertime,45.45454545454545
and a little bit of golf in the summertime,44.44444444444444
and that takes up most of my day,50.0
watching sports and television in in the evening particularly,33.33333333333333
the little boy is is playing with a soccer ball,50.0
and and he kicks the soccer ball which goes through a plate,41.66666666666667
this is a little boy whos about to go to school,58.333333333333336
and his mother hands him an umbrella because its probably,50.0
he doesnt want the umbrella,50.0
hes giving it back to his mother,62.5
he gets out,66.66666666666666
and he is discovers that it is raining and comes home,45.45454545454545
hes learned his lesson on this time,62.5
he goes and uses the umbrella to keep dry,22.22222222222222
the kids have been out playing in the park,66.66666666666666
and a job,33.33333333333333
oh the boy went up into the tree to try and rescue the cat,35.714285714285715
doesnt look like the dog really chased the man up into the tree,50.0
but hes barking at him,66.66666666666666
and to rescue the cat the firemen have come,33.33333333333333
and they are got brought their ladder,57.14285714285714
and theyre going to climb the tree and rescue the cat for the,42.857142857142854
well I obviously gonna use the book,25.0
sndu,0.0
Cinderella had a unpleasant aunt,20.0
and Cinderella Cinderella met the handsome prince,14.285714285714285
and the while she was doing all these unpleasant tasks,60.0
there was a ball,50.0
and Cinderella got herself dressed in her finest dress to go to a,38.46153846153847
and at the ball she met a handsome prince and had a great time,35.714285714285715
her stepmother or fairy godmother was very jealous,25.0
and and then Cinderella hadta return home at midnight,11.11111111111111
and came home,0.0
and very her,33.33333333333333
oh yeah,0.0
she had lost somewhere she lost her shoe at the dance,54.54545454545454
and the handsome prince came and found that the shoe fit Cinderella,25.0
and they lived happily year after,33.33333333333333
the bus is coming,50.0
the tour bus is coming,40.0
the tour bus is coming into the town,50.0
the tour bus is coming into the town to pick up the people,46.15384615384615
the tour bus is coming into the town to pick up the people from the,53.333333333333336
the tour bus is coming into the town to pick up the people from the,53.333333333333336
the dog chased the cat up the tree,50.0
the bird was caught by the worm,57.14285714285714
would you like to star in a movie,50.0
books like to read children,0.0
icecream tastes good in the summer,33.33333333333333
sorry say that again,25.0
beautiful flowers smelled the the lovely woman,28.57142857142857
count to ten as fast as you can,50.0
the man saw the boy that the dog chased,44.44444444444444
tell me the name of the person next door,55.55555555555556
how many,50.0
the tiger was clawed by the lion,57.14285714285714
bad weather was caused by airplane logging delays,25.0
okay I was running to my class at the university to my finance,61.53846153846154
next thing I knew I woke up looked at my wristwatch,45.45454545454545
it was still on,50.0
shockproof by the way,50.0
it said eight twenty,25.0
and the clock on the wall said five to nine,30.0
so I assumed something had happened,50.0
yes something had happened,50.0
I had two broken legs,20.0
and I was in the hospital emergency,57.14285714285714
I remained there for three and a half months and was able to,30.76923076923077
and walking down the hall I lost my balance on my crutches,50.0
and I put my bad leg down on the floor and broke it again,42.857142857142854
and then they took me back to bed with a wheelchair,45.45454545454545
and I got into bed,40.0
and the nurse came in,40.0
and I said,33.33333333333333
am I going to the operating room,57.14285714285714
and she said,33.33333333333333
yes,0.0
and I went to the operating room was put in a body cast from under,53.333333333333336
and I had to remain in that for another eight weeks,45.45454545454545
and I finally got outof bed and learned to walk again ofcourse,8.333333333333332
because you cant walk when youre in bed for that long,61.53846153846154
I came outof the hospital,40.0
my accident was October twelfth,40.0
came outta the hospital March twenty ninth,28.57142857142857
and that night I went to university to write a test,36.36363636363637
so and then I hafta really learn to walk because I was,33.33333333333333
and I learned to walk,20.0
and now I walk all over the city of Toronto and in MiamiBeach all,42.857142857142854
and while in the hospital they would bring ambulatory patients to,45.45454545454545
disregarding that exceptfor going for xrays I was in this room at,66.66666666666666
but I took the approach that theres nothing when you,63.63636363636363
move on,50.0
and make the best of the situation,42.857142857142854
so the highlight of my day was watching Jeopardy,44.44444444444444
yeah,0.0
well you know theres nothing,50.0
Im not not to say,16.666666666666664
I I walk around,50.0
I have pain in my leg,50.0
but thats not gonna its gonna be there,45.45454545454545
so I cant ruin my life with it,55.55555555555556
I get up in the morning before seven go to the corner get the,57.14285714285714
the articles are short,50.0
but it tells you just as much as a major newspaper,36.36363636363637
and we have little talk,20.0
and the superintendent comes,25.0
and a couple of other residents come,28.57142857142857
and we talk for a little while,42.857142857142854
and then I go upstairs,20.0
and I do,33.33333333333333
after I flip through the paper I do the Sudoku and the,58.333333333333336
and I usually get the whole puzzle,28.57142857142857
and then I will go and check the stock market on the internet,38.46153846153847
and depending on the day I usually meet somebody either for lunch,41.66666666666667
but it depends on the day,50.0
and I belong to an investment club,42.857142857142854
so I kindof look if theres anything I think they should know,61.53846153846154
since Im the accountant in the group that I should be explaining,69.23076923076923
and then if I went out for lunch I will have dinner at home,50.0
or I will go over to former neighbor who lives in a retirement home,50.0
and somebody gave her the crossword the jigsaw puzzle from,50.0
and shes not capable,20.0
shes eighty seven,25.0
she cant do it,60.0
so I go over there,20.0
and my goal is to finish it before I leave for Florida in,53.84615384615385
so whenever I have a night that Im not doing anything Ill go,50.0
mhm,0.0
okay this boy is playing with his ball,50.0
and he kicks it,50.0
and it goes through the window of somebodys house and lands in the,46.15384615384615
and the man finds the ball and then come is now looking out,30.76923076923077
okay,0.0
little looks like a little girl going out and her mother,27.27272727272727
so she doesnt take it,50.0
and ofcourse it starts raining,20.0
and then she runs back all wet,28.57142857142857
I think its a,75.0
now in some it looked like a little girl but I think its a little,53.333333333333336
and runs back to get the umbrella,14.285714285714285
and then walks with the umbrella after getting all wet anyways,36.36363636363637
okay,0.0
theres a cat caught in the tree,50.0
the dog is trying to get to the cats,44.44444444444444
looks like the father of the little girl is trying to get to the,50.0
but he cant because the cats all the way out on a branch,57.14285714285714
but guess what,33.33333333333333
to the rescue come the firecommen,50.0
and they have a ladder,40.0
and theyre going to obviously looks like theyll solve the,50.0
Cinderella lived in a house with her three stepsisters,44.44444444444444
and they treated her very mean,33.33333333333333
and she cleaned the house,40.0
and they just gave her orders and told her what to do,33.33333333333333
and they were all going to a ball,50.0
and she wanted to go to det ball,25.0
and her fairy godmother came and dressed her in a beautiful dress,33.33333333333333
and she went to the ball,50.0
and and then at the ball she was dancing with the prince,50.0
and she hadta be back by midnight,28.57142857142857
so she hadta run out,40.0
and when she ran out she lost her slipper,55.55555555555556
and the prince was so enamored with her that the next day he went,50.0
and he came to her house,50.0
and ofcourse her stepsisters said that she wasnt the one,45.45454545454545
but he did try it on,66.66666666666666
and it fit her,50.0
and they lived happily ever after,33.33333333333333
ofcourse,0.0
bus is coming,33.33333333333333
the tour bus is coming,40.0
the tour bus is coming into the town,50.0
the tour bus is coming into the town to pick people up,41.66666666666667
the tour bus is coming into the town to pick up the people in the,53.333333333333336
repeat,0.0
the tour bus is coming into the town to pick up the people from the,53.333333333333336
ohgod,0.0
okay,0.0
the dog chased the cat up the tree,50.0
the bird was caught by the worm,57.14285714285714
would you like to star in a movie,50.0
books like to read children,0.0
ice cream tastes good in summer,16.666666666666664
beautiful flowers smelled the lovely woman,16.666666666666664
count to ten as fast as you can,50.0
the man saw the boy that the dog chased,44.44444444444444
tell me the name of the person next door,55.55555555555556
how many are in a dozen,66.66666666666666
the tiger was clawed by the lion,57.14285714285714
bad weather was caused by long airplane delays,25.0
okay,0.0
okay,0.0
well one of the big one of the very important things,36.36363636363637
that was ke very positive experience,33.33333333333333
and I was a teenager at the time,62.5
and it was a significant change,50.0
it was quite a drastic change,66.66666666666666
and but it was interesting in the sense that it was,63.63636363636363
it was just a big a big change and a big transition,41.66666666666667
and it was youknow with all these expectations and and,50.0
learning youknow getting used to a whole new culture,33.33333333333333
not language because I spoke English where I came from,50.0
and but just getting used to whole new culture and,20.0
ke ke youknow we spoke differently from how we,44.44444444444444
and and so just getting used to everyone and the culture,36.36363636363637
it wasnt well one of the one of the things,54.54545454545454
we drive on the we drove on the left in the other in,69.23076923076923
its former BritishGuyana,33.33333333333333
and youknow just getting used to consumerism,28.57142857142857
that was one of the big shock youknow,50.0
we didnt we didnt spend money there like we we did here,50.0
ke my parents certainly didnt spend money and buy clothing and,16.666666666666664
and there was just money that was money thats so,36.36363636363637
right,0.0
it is just a dispensable commodity,50.0
and I guess its just like everything else today,44.44444444444444
especially in the last fifteen twenty years youknow,25.0
its like everything has become dispensable,66.66666666666666
youknow its like you buy a shirt,42.857142857142854
you wear it a few times,50.0
and then you can go get another one because its so inexpensive now,38.46153846153847
and but theres a premium on education,37.5
and thats where I invested my time,50.0
and I spent many years in education while while working,40.0
I just did it because I felt I could do it,63.63636363636363
and it was immensely challenging,40.0
but I struggled through it,60.0
and I was very successful,40.0
a typical day a workday,40.0
Ill describe a typical workday,20.0
